Country,RES
Jamaica,2.4116886542676373e-14
Guyana,1.9511049757420684e-14
Puerto Rico,5.680826493248693e-14
Jamaica,4.507297150237711e-12
Belize,4.930203762639196e-12
Guyana,2.6797447448571616e-11
Guyana,9.916281717907533e-12
Jamaica,7.876441793726375e-13
Guyana,1.9847023889030946e-12
Jamaica,5.129407355828853e-12
Jamaica,1.0047422473506399e-14
Puerto Rico,1.522411339893439e-11
Puerto Rico,5.837298967090686e-14
Jamaica,1.352785576354154e-12
Belize,1.2059211422903438e-14
Puerto Rico,5.837298967090686e-14
Belize,1.250089857292379e-14
Belize,5.998750215302863e-12
Belize,3.00439517016825e-12
Jamaica,3.069078909023491e-12
Guyana,2.1800648401907045e-12
Belize,1.0041277260984378e-14
Guyana,2.269805996894406e-09
Guyana,3.5649914143381655e-14
Jamaica,2.828065413773073e-10
Puerto Rico,4.973243678916092e-14
Belize,4.92376703659816e-12
Belize,1.1386310651742e-14
Belize,5.610815623288424e-12
Guyana,2.0654613795927996e-09
Suriname,1.607280335134923e-14
Middle East and Central Asia,5.587858645609279e-12
Middle East and Central Asia,1.2901489614203116e-14
Trinidad and Tobago,7.649675770148102e-14
Middle East and Central Asia,5.670847820340277e-12
Suriname,1.174311705380192e-14
Trinidad and Tobago,2.916018564434352e-14
Middle East and Central Asia,6.359444616510308e-12
Trinidad and Tobago,1.9885523645481418e-14
Suriname,6.632681505331679e-14
Trinidad and Tobago,5.293831734674341e-14
"Bahrain, Kingdom of",1.5870779489687746e-14
St. Vincent and the Grenadines,7.523770351542214e-12
St. Vincent and the Grenadines,1.0875105785066274e-14
St. Lucia,1.2729807739369118e-14
St. Vincent and the Grenadines,1.0472594364873816e-14
St. Lucia,1.3018148408342275e-11
St. Vincent and the Grenadines,1.0040509109419126e-14
St. Kitts and Nevis,1.086263676478331e-11
Puerto Rico,7.183638215509237e-14
St. Kitts and Nevis,1.0691517560970858e-14
St. Lucia,1.102873609811683e-14
St. Kitts and Nevis,2.1193140757571364e-11
St. Kitts and Nevis,1.2363888755290607e-11
St. Lucia,9.482728524811643e-12
St. Vincent and the Grenadines,5.363426266486244e-14
St. Kitts and Nevis,1.0935405682938616e-14
St. Lucia,5.490721655349456e-12
Puerto Rico,1.1279537584171864e-14
St. Kitts and Nevis,1.742210728073388e-11
St. Vincent and the Grenadines,1.0523286222967978e-11
St. Vincent and the Grenadines,1.176846605545526e-14
St. Lucia,1.1840672302589021e-14
St. Kitts and Nevis,1.0040509109419126e-14
St. Lucia,1.238682806548375e-14
St. Lucia,1.480788048733182e-11
St. Lucia,1.0793096003580974e-11
St. Vincent and the Grenadines,3.9038349761204294e-12
St. Vincent and the Grenadines,1.1208099488603355e-14
Puerto Rico,1.709835328829944e-11
St. Vincent and the Grenadines,9.272454331263565e-12
St. Vincent and the Grenadines,1.1208099488603355e-14
St. Lucia,1.1985468872639172e-14
"Bahrain, Kingdom of",3.6802537089316934e-12
"Iran, Islamic Republic of",8.266273495076987e-08
Iraq,3.2210245804266244e-09
Cyprus,1.3829200854438643e-11
"Bahrain, Kingdom of",1.0060865125898323e-14
"Bahrain, Kingdom of",1.6857854251037573e-14
"Iran, Islamic Republic of",7.099982669295385e-13
"Bahrain, Kingdom of",2.5831463824748938e-11
Cyprus,2.3728423846460822e-11
Iraq,1.2008667049909809e-13
"Iran, Islamic Republic of",7.144349951477036e-12
Cyprus,1.1561585171446686e-11
Middle East and Central Asia,1.1122066513295043e-14
"Iran, Islamic Republic of",3.104511480096953e-08
Iraq,1.430707566310563e-10
Middle East and Central Asia,1.99376696144886e-12
Suriname,8.164937245239929e-12
Trinidad and Tobago,1.3397838813682638e-11
Trinidad and Tobago,1.1003771172246116e-14
Suriname,1.0042813564114884e-14
Suriname,7.1739460631346615e-12
Suriname,6.632681505331679e-14
Trinidad and Tobago,4.6542950506359845e-11
Trinidad and Tobago,1.0049726928202158e-14
Suriname,3.683882072850165e-13
Suriname,9.332819522018954e-12
Trinidad and Tobago,4.167183757102928e-11
Suriname,1.0701119455536518e-14
Suriname,2.6418595096588942e-12
Suriname,1.531732628692312e-14
Trinidad and Tobago,7.611037746415886e-14
Trinidad and Tobago,1.177094027164694e-11
Trinidad and Tobago,6.9036788482645566e-12
Suriname,8.699286096093361e-11
Trinidad and Tobago,6.953999305076919e-14
Jordan,2.602497503076428e-14
Kuwait,2.5708496585880142e-14
Israel,5.550355949890508e-14
Israel,2.08631244095012e-11
Israel,7.806129040200963e-13
Kuwait,9.473997330045198e-15
Jordan,4.9155170887873464e-14
Iraq,1.8737200785123115e-09
Jordan,4.5868211932578535e-12
Iraq,7.606505652180895e-14
Iraq,1.0172631178642603e-14
Jordan,2.5735765966446614e-14
Jordan,4.030646429497533e-12
Cyprus,2.120328765567257e-14
"Bahrain, Kingdom of",5.106172307283087e-14
"Iran, Islamic Republic of",1.700752858352708e-13
"Iran, Islamic Republic of",1.1446994625396971e-14
Cyprus,2.0846142498772374e-11
Cyprus,1.4963126223124103e-11
Cyprus,2.339443999555613e-14
Cyprus,2.339443999555613e-14
"Bahrain, Kingdom of",4.3014663294188365e-12
Iraq,2.4877437248190976e-12
"Iran, Islamic Republic of",8.266273495076987e-08
"Iran, Islamic Republic of",1.0393858829435404e-14
Cyprus,1.005164730711529e-14
Cyprus,3.296061551343166e-14
"Iran, Islamic Republic of",9.590874782448818e-07
"Bahrain, Kingdom of",1.6857854251037573e-14
"Bahrain, Kingdom of",5.494856999300995e-14
"Iran, Islamic Republic of",8.131246885739506e-12
Cyprus,1.1553767692967107e-14
"Iran, Islamic Republic of",3.601982851081665e-07
"Iran, Islamic Republic of",1.1230683144621788e-13
"Bahrain, Kingdom of",2.269361921945245e-11
"Bahrain, Kingdom of",1.1152792575905155e-14
"Bahrain, Kingdom of",2.817234273142844e-14
Cyprus,5.598711090923171e-14
Cyprus,2.4490208203389223e-14
"Iran, Islamic Republic of",1.8668345242002293e-12
Lebanon,1.821975625016815e-12
Oman,5.11888521568802e-14
Lebanon,1.009085694699403e-09
Qatar,1.0946543880634783e-14
Lebanon,4.7179684781450266e-12
Qatar,8.714216043545927e-11
Oman,2.4779033191924267e-14
Kuwait,1.994704720879721e-11
Qatar,4.408588675505694e-11
Lebanon,1.884738328926761e-07
Oman,2.586174282314807e-14
Oman,1.0667704862448022e-14
Qatar,9.748040778010086e-11
Lebanon,3.5245866420058695e-14
Kuwait,3.7919502439593185e-12
Jordan,1.961561054848289e-12
Israel,6.518716042618191e-11
Israel,7.806129040200963e-13
Jordan,1.3936654504295592e-12
Israel,1.827236810309966e-11
Jordan,6.291506987624656e-14
Iraq,5.91383874127982e-12
Iraq,1.0080837066594897e-14
Kuwait,7.183868660978813e-14
Iraq,5.196403230895505e-12
Israel,6.610232275837167e-13
Kuwait,1.2341283206952566e-11
Kuwait,2.8993496754683664e-14
Iraq,1.430707566310563e-10
Kuwait,5.6499852079037944e-14
Jordan,2.602497503076428e-14
Jordan,1.3686383042820585e-12
Israel,2.079861619327862e-11
Kuwait,1.7524282961185977e-11
Kuwait,3.1365007241330754e-12
Jordan,1.1021822734029555e-14
Iraq,8.323049684266158e-11
Jordan,1.0067010338420346e-14
Israel,1.0144977722293504e-14
Israel,2.176745657277247e-13
Jordan,3.25857575495883e-14
Israel,1.0406533330262076e-14
Iraq,2.7225634334832647e-13
Israel,2.1831866081518918e-13
Kuwait,2.8993496754683664e-14
Israel,7.716060580644595e-11
United Arab Emirates,3.448397529006272e-13
United Arab Emirates,2.9655008142587104e-11
Saudi Arabia,9.853498770100509e-13
Saudi Arabia,4.854833115132376e-14
United Arab Emirates,7.891044354981831e-13
Saudi Arabia,1.105754178181381e-14
Oman,2.834296071634456e-12
Saudi Arabia,5.104646297383556e-11
Kuwait,1.0090823036943183e-14
Qatar,9.421532578138434e-14
Saudi Arabia,2.4281491437139696e-11
Oman,1.6258044253537287e-11
Qatar,2.8393916050425605e-13
Oman,1.4283570954952882e-11
Lebanon,2.13994078884793e-11
Qatar,1.0110026826074501e-14
Oman,5.126912399544912e-14
Qatar,3.164373487754055e-13
Oman,1.0083141521290654e-14
Qatar,2.6787613572233254e-11
Qatar,3.164373487754055e-13
Kuwait,1.0995513542919649e-13
Lebanon,3.995088033315712e-09
Oman,2.586174282314807e-14
Oman,7.89491660702227e-12
Qatar,1.485920069340636e-13
Lebanon,2.1308524420112198e-14
Lebanon,1.005279953446317e-14
Lebanon,4.145856105708841e-12
Oman,3.0417749616365805e-12
Lebanon,2.114717034307302e-12
Lebanon,1.009085694699403e-09
Oman,9.483330371563019e-14
Qatar,3.87297467902429e-11
Qatar,5.300476245713778e-14
Lebanon,7.159556663938562e-15
West Bank and Gaza,1.105923939677302e-12
"Egypt, Arab Republic of",1.0472978440656441e-14
West Bank and Gaza,3.27996877605112e-14
"Egypt, Arab Republic of",7.067474110978103e-12
"Egypt, Arab Republic of",1.3903539490317545e-12
"Egypt, Arab Republic of",8.043736754971212e-12
"Yemen, Republic of",9.814449785280884e-13
West Bank and Gaza,2.7870459166284096e-14
"Egypt, Arab Republic of",5.349680578301827e-12
West Bank and Gaza,1.0045118018810643e-14
"Yemen, Republic of",1.7951356411753174e-13
"Yemen, Republic of",5.6377420241810126e-12
Emerging and Developing Asia,2.5954622717433262e-11
"Yemen, Republic of",1.3135007690039961e-14
"Yemen, Republic of",5.6377420241810126e-12
West Bank and Gaza,4.064503093811832e-12
United Arab Emirates,6.923472961873774e-13
Saudi Arabia,1.3655405410572853e-11
Saudi Arabia,1.8163596689232517e-12
United Arab Emirates,2.6052522866273167e-11
United Arab Emirates,6.899260478868801e-11
United Arab Emirates,2.2217478167275817e-13
United Arab Emirates,1.1573355557881053e-14
United Arab Emirates,6.042520490088002e-11
Saudi Arabia,5.118015975376781e-11
United Arab Emirates,5.3894281969700506e-14
Saudi Arabia,2.763898821436865e-11
Saudi Arabia,1.8116401457063385e-12
Saudi Arabia,4.917253111324818e-13
Saudi Arabia,1.8163596689232517e-12
Saudi Arabia,1.0533278338528786e-14
United Arab Emirates,7.891044354981831e-13
United Arab Emirates,1.8793583905049545e-11
United Arab Emirates,1.0209502453774737e-14
"Egypt, Arab Republic of",5.349680578301827e-12
Bangladesh,1.9224021475396767e-11
Bhutan,1.1160358868822896e-13
Bangladesh,1.0158105432543676e-12
"Afghanistan, Islamic Republic of",1.6883203252690914e-14
"Afghanistan, Islamic Republic of",4.947126525697499e-13
Bangladesh,1.0365821297303679e-14
ASEAN-5,7.70388268980486e-12
Bangladesh,3.2988630001016427e-12
Bhutan,8.600609000352784e-14
ASEAN-5,1.2006593040683624e-14
Bhutan,1.2382219156092234e-14
"Yemen, Republic of",1.0045886170375895e-14
West Bank and Gaza,1.5266724302562091e-12
West Bank and Gaza,1.736469985758049e-12
Emerging and Developing Asia,1.0303324485954713e-11
West Bank and Gaza,3.27996877605112e-14
"Yemen, Republic of",5.503479500620957e-13
Emerging and Developing Asia,1.2132953973167705e-14
West Bank and Gaza,3.1864152128432013e-12
West Bank and Gaza,1.9731509256648232e-14
"Yemen, Republic of",6.250894814369741e-13
"Yemen, Republic of",5.320149221821155e-11
"Egypt, Arab Republic of",5.0100475871559534e-11
"Egypt, Arab Republic of",1.5718147773672023e-13
Emerging and Developing Asia,2.3154776707197263e-14
"Egypt, Arab Republic of",1.0961522836157213e-14
West Bank and Gaza,1.619186684396341e-14
"Egypt, Arab Republic of",3.210389991346306e-12
"Yemen, Republic of",2.325490526372796e-13
Emerging and Developing Asia,6.864057590528818e-12
West Bank and Gaza,5.906509423119961e-14
"Egypt, Arab Republic of",7.412163306171941e-14
"Yemen, Republic of",2.1272421296545316e-14
"Yemen, Republic of",3.081674835626552e-10
"Egypt, Arab Republic of",3.003208375999935e-11
West Bank and Gaza,1.261304870145069e-15
"Yemen, Republic of",9.478606239436715e-15
"Egypt, Arab Republic of",8.664323331932677e-13
Emerging and Developing Asia,6.031150848325225e-12
Brunei Darussalam,5.00492993098277e-14
Myanmar,5.509766821182551e-13
Brunei Darussalam,1.7912142274347018e-14
Myanmar,6.192033433933646e-11
Brunei Darussalam,1.2940022785246676e-11
Bhutan,1.50711337102596e-14
Cambodia,1.2352261245047376e-14
Brunei Darussalam,3.086102338344419e-11
Cambodia,2.6666389269266012e-12
Brunei Darussalam,1.1596784180621263e-14
Myanmar,2.9605645954852394e-11
Myanmar,6.192033433933646e-11
Cambodia,7.251063986599383e-11
Cambodia,3.034129165031837e-12
Myanmar,1.1359768438014016e-09
Brunei Darussalam,2.6036497304243076e-14
Taiwan Province of China,4.22441633359703e-10
Bangladesh,6.74636793698909e-14
ASEAN-5,1.3091415088711866e-12
"Afghanistan, Islamic Republic of",9.699461720796152e-12
"Afghanistan, Islamic Republic of",1.704943125141162e-13
"Afghanistan, Islamic Republic of",1.1374655872118203e-11
Bhutan,1.28741517529246e-10
Bhutan,5.6117404777729885e-12
"Afghanistan, Islamic Republic of",4.2326956401606684e-13
"Afghanistan, Islamic Republic of",4.947126525697499e-13
Bangladesh,7.471851870621078e-11
Bangladesh,1.8305128615130344e-13
"Afghanistan, Islamic Republic of",1.0058560671202565e-14
"Afghanistan, Islamic Republic of",1.0759498974495731e-14
Bangladesh,6.540380413250905e-13
"Afghanistan, Islamic Republic of",4.66686642711502e-14
Bangladesh,1.166207706366775e-14
ASEAN-5,6.768919330641783e-12
"Afghanistan, Islamic Republic of",8.689084697638601e-13
Bangladesh,1.2861284177202004e-11
Bhutan,1.1248811521561752e-14
Bhutan,9.629688440115016e-11
"Afghanistan, Islamic Republic of",7.645377962140512e-13
Bhutan,6.138952086765453e-14
ASEAN-5,1.1880616183982167e-14
ASEAN-5,3.900462790748969e-12
"Afghanistan, Islamic Republic of",5.508798950210333e-14
Bhutan,1.1160358868822896e-13
Bangladesh,1.1170718890575882e-10
Bangladesh,1.9224021475396767e-11
Bhutan,1.5422344128166653e-12
Bangladesh,3.7538095983656045e-12
Sri Lanka,1.7443719609098043e-12
"Hong Kong Special Administrative Region, People's Republic of China",1.1049860266161282e-14
Taiwan Province of China,9.147405017577152e-12
Sri Lanka,1.1493354876814672e-11
"Hong Kong Special Administrative Region, People's Republic of China",2.5510141416094303e-11
Taiwan Province of China,1.0405381102914197e-14
Sri Lanka,1.4181691012853405e-13
"Hong Kong Special Administrative Region, People's Republic of China",1.631954454186065e-10
"Hong Kong Special Administrative Region, People's Republic of China",2.9037598640499523e-11
Sri Lanka,6.022854811420495e-12
Taiwan Province of China,9.895032341157944e-12
"Hong Kong Special Administrative Region, People's Republic of China",5.0045074476218815e-14
Myanmar,1.945241290768711e-12
Myanmar,9.666803372923646e-15
Cambodia,3.309968360086546e-09
Cambodia,1.0067010338420346e-14
Cambodia,2.7745250461147895e-14
Myanmar,1.155088712459741e-13
Brunei Darussalam,1.7912142274347018e-14
Myanmar,9.038378577390345e-14
Myanmar,1.7100736094454848e-12
Brunei Darussalam,1.7596816056810753e-14
Brunei Darussalam,1.0048190625071653e-14
Cambodia,5.773465572018179e-14
Cambodia,7.251063986599383e-11
Brunei Darussalam,3.5128674144657465e-11
Brunei Darussalam,1.6600252319175358e-11
Cambodia,1.0138048995174924e-12
Myanmar,1.0093511567421567e-14
Brunei Darussalam,1.7292039632871667e-11
Myanmar,3.952139803225568e-14
Bhutan,6.386629884480386e-12
Myanmar,5.4304777211594e-10
Cambodia,5.839373475615386e-11
Cambodia,4.110300854339528e-09
Bhutan,1.0042813564114884e-14
Cambodia,6.338133787635499e-14
Brunei Darussalam,1.5929543084429585e-14
India,7.939262035291892e-11
Indonesia,1.1973178447595128e-14
India,4.137863104596603e-12
India,5.07771229179047e-14
Indonesia,1.8035764746500974e-12
India,5.999246441214016e-12
"Korea, Republic of",1.0809812902019788e-14
India,1.3067794428080344e-14
"Timor-Leste, Democratic Republic of",1.0691517560970858e-14
Indonesia,4.962473633604682e-09
"Korea, Republic of",7.303312388617795e-13
India,1.276667901450125e-14
"Korea, Republic of",9.82037047094114e-10
"Korea, Republic of",1.3928424144349693e-11
Sri Lanka,1.0210923534170457e-13
"Korea, Republic of",8.803894708431264e-10
Taiwan Province of China,1.3165258266831183e-11
Taiwan Province of China,5.159021134972478e-14
"Hong Kong Special Administrative Region, People's Republic of China",1.2340285762145085e-12
Taiwan Province of China,2.7133931632821207e-11
"Hong Kong Special Administrative Region, People's Republic of China",1.5667978834755907e-10
Sri Lanka,5.29217175914183e-12
"Hong Kong Special Administrative Region, People's Republic of China",2.2776423653732005e-13
"Hong Kong Special Administrative Region, People's Republic of China",1.0150354783250273e-14
Sri Lanka,1.1963960628812094e-14
Taiwan Province of China,3.178749444297761e-13
Sri Lanka,1.0106570144030864e-14
Taiwan Province of China,3.9049204818233507e-10
Taiwan Province of China,7.325446675970555e-13
India,1.221742149399361e-10
"Hong Kong Special Administrative Region, People's Republic of China",1.185157237329996e-12
Taiwan Province of China,3.088600981755873e-11
Taiwan Province of China,9.895032341157944e-12
"Hong Kong Special Administrative Region, People's Republic of China",1.2582410976270589e-12
"Hong Kong Special Administrative Region, People's Republic of China",1.6688476830899337e-13
Sri Lanka,4.80498007854747e-14
Taiwan Province of China,1.2063052180729702e-14
Sri Lanka,1.1493354876814672e-11
Sri Lanka,5.239795029722928e-10
Sri Lanka,2.1858887195499503e-10
Sri Lanka,4.800413801567825e-12
"Hong Kong Special Administrative Region, People's Republic of China",2.0920969294970998e-11
Malaysia,1.3934571277250626e-11
Malaysia,7.521863031205691e-13
Malaysia,1.7220729050462988e-13
"Macao Special Administrative Region, People's Republic of China",1.627332931745847e-13
Lao People's Democratic Republic,9.996378801995353e-14
"Macao Special Administrative Region, People's Republic of China",2.761308652766411e-11
"Korea, Republic of",1.2599725112551386e-12
Lao People's Democratic Republic,3.3037876197864784e-12
Lao People's Democratic Republic,1.6105449792872474e-14
"Macao Special Administrative Region, People's Republic of China",2.903920177281621e-14
Malaysia,4.856584884776934e-12
"Macao Special Administrative Region, People's Republic of China",2.2141692257032818e-10
"Macao Special Administrative Region, People's Republic of China",4.875088849424731e-11
Malaysia,1.8953117078803286e-11
Malaysia,6.438823094808836e-13
"Macao Special Administrative Region, People's Republic of China",1.6243448221570136e-13
Lao People's Democratic Republic,7.992413476290415e-13
"Macao Special Administrative Region, People's Republic of China",4.358837649448654e-14
Malaysia,5.404111414139858e-13
Indonesia,8.503060258193514e-09
"Timor-Leste, Democratic Republic of",5.248940957200969e-13
"Timor-Leste, Democratic Republic of",1.0756810444017345e-14
"Korea, Republic of",1.897598680445059e-08
India,1.151890670888882e-10
Indonesia,1.914438028926292e-12
Indonesia,8.503060258193514e-09
"Timor-Leste, Democratic Republic of",4.781267239728117e-13
"Korea, Republic of",9.82037047094114e-10
Indonesia,3.019509340914218e-08
"Timor-Leste, Democratic Republic of",1.1701636869278268e-14
"Timor-Leste, Democratic Republic of",1.0041277260984378e-14
Indonesia,5.463259084664322e-13
"Timor-Leste, Democratic Republic of",1.2422931189050631e-14
India,1.4544777053959263e-12
India,1.221742149399361e-10
"Korea, Republic of",1.701182285419671e-08
India,1.0055614809949823e-12
"Timor-Leste, Democratic Republic of",1.7220825069408645e-12
"Timor-Leste, Democratic Republic of",5.2775085139127193e-14
Indonesia,1.094692795641741e-14
Indonesia,5.605078299247551e-12
"Korea, Republic of",2.1227758660086825e-11
Indonesia,1.762215716148193e-08
"Korea, Republic of",5.288224228247997e-14
India,3.636246305758361e-12
"Timor-Leste, Democratic Republic of",1.0756810444017345e-14
"Timor-Leste, Democratic Republic of",1.0756810444017345e-14
India,8.420685665782768e-11
Indonesia,6.379046308152428e-12
"Timor-Leste, Democratic Republic of",2.834066010240663e-12
"Timor-Leste, Democratic Republic of",5.248940957200969e-13
Indonesia,7.58503581593208e-14
Pakistan,1.715448412036653e-10
"Palau, Republic of",5.762032020045174e-12
Pakistan,6.476610429090111e-11
Nepal,2.20276602339862e-12
Nepal,5.659168459866391e-13
Pakistan,1.5289233447878694e-11
Maldives,1.0042813564114884e-14
"Palau, Republic of",5.691273354536132e-14
Pakistan,4.048367647700336e-11
"Palau, Republic of",1.0163797435642197e-14
Pakistan,2.600010996459705e-12
Nepal,9.202993457824017e-14
"Palau, Republic of",1.4651338879848953e-14
Maldives,1.5341907137011206e-14
Maldives,1.274862745271781e-14
Nepal,2.6522353169265464e-14
Nepal,2.216535524281559e-12
Malaysia,7.521863031205691e-13
Malaysia,2.2189902294234808e-11
Lao People's Democratic Republic,3.8856178776746777e-14
"Macao Special Administrative Region, People's Republic of China",1.3055119927253672e-14
Malaysia,1.5860767402186243e-11
Lao People's Democratic Republic,1.3077736729012145e-10
Lao People's Democratic Republic,1.1691266823147356e-14
"Macao Special Administrative Region, People's Republic of China",2.2185105149302222e-10
Lao People's Democratic Republic,5.586246525919284e-11
Malaysia,1.030820992990972e-14
Malaysia,1.2000831903944227e-14
Lao People's Democratic Republic,7.267183997473326e-09
Lao People's Democratic Republic,1.3077736729012145e-10
"Korea, Republic of",1.0671929696056912e-14
"Macao Special Administrative Region, People's Republic of China",4.852298214967041e-14
"Macao Special Administrative Region, People's Republic of China",1.005702436807206e-14
Lao People's Democratic Republic,1.7014650216164166e-08
Lao People's Democratic Republic,3.759415184413036e-12
"Macao Special Administrative Region, People's Republic of China",1.627332931745847e-13
"Korea, Republic of",2.4162829303718363e-11
Malaysia,5.50104061940128e-14
Lao People's Democratic Republic,1.0054719913376302e-14
"Macao Special Administrative Region, People's Republic of China",4.2827853058352504e-11
Nepal,7.546513014934653e-14
Singapore,2.3006830715729574e-13
"Palau, Republic of",1.0159572602033307e-14
Thailand,2.8470681277099144e-12
Thailand,1.038694546534813e-14
Philippines,8.999019566598983e-11
"Palau, Republic of",1.0040125033636499e-14
Singapore,3.6516120255938953e-13
Philippines,5.5702894830088185e-14
Singapore,3.645750222591874e-11
Thailand,6.959188168900201e-13
Singapore,1.2092626015991934e-14
Thailand,9.580261497203356e-12
Philippines,1.8733603558228345e-13
"Palau, Republic of",6.796445273831051e-12
Thailand,4.332520776823094e-12
Singapore,3.0725025605498225e-13
Philippines,4.66535585706195e-12
Philippines,1.2226284388345918e-14
Singapore,6.203553633403211e-14
Pakistan,1.0348921962868117e-14
"Palau, Republic of",1.0163797435642197e-14
"Palau, Republic of",7.029783602201627e-12
Nepal,3.465192202791067e-11
Nepal,2.20276602339862e-12
Maldives,1.1537480959404836e-11
Maldives,5.169506403838179e-14
Nepal,1.0073155550942368e-14
Pakistan,6.211438709220532e-13
"Palau, Republic of",7.029783602201627e-12
Pakistan,1.1051780645074415e-14
Nepal,7.39610690285651e-11
Nepal,1.9483999300050308e-12
Maldives,5.177840848321171e-14
"Palau, Republic of",1.014113696446724e-14
Maldives,9.525988554919563e-11
Pakistan,1.1177949539667185e-13
Maldives,5.177840848321171e-14
Maldives,6.713702675752499e-12
Pakistan,1.5300964658583234e-13
Maldives,1.1220005837864773e-14
Maldives,1.3132084489258393e-11
"Palau, Republic of",5.971754680769402e-12
Maldives,1.033134807613553e-10
Nepal,1.0372085573318316e-12
Pakistan,2.2852751034013345e-12
Maldives,4.8524518452800927e-14
Pakistan,6.159722905089889e-13
"Palau, Republic of",1.0163797435642197e-14
Pakistan,4.048367647700336e-11
Nepal,1.1447762776962223e-14
Sub-Saharan Africa (SSA),1.1643641426101683e-14
Djibouti,2.717398666574584e-10
Vietnam,4.364106224667124e-08
Sub-Saharan Africa (SSA),2.294661531452941e-12
Djibouti,3.3761908977967278e-12
Vietnam,5.522309968091564e-12
Djibouti,1.004204541254963e-14
Sub-Saharan Africa (SSA),1.1392455864264024e-14
Sub-Saharan Africa (SSA),2.685183642014934e-12
Thailand,7.18606903113748e-12
Philippines,4.099637194179146e-12
Singapore,5.168696195974728e-11
Philippines,1.0305905475213961e-14
Thailand,1.1171228213471221e-14
Singapore,5.883548796720881e-11
Singapore,3.598503946751231e-11
Philippines,1.0167449996334973e-11
Thailand,1.0013879791144399e-10
Philippines,1.5806297006542604e-12
Singapore,1.0219488424123023e-14
Singapore,2.2721616039551216e-13
Philippines,8.553558564753703e-12
Thailand,6.032259214218728e-11
Thailand,8.417278875183294e-12
Singapore,3.040493684825739e-13
Thailand,2.1336446729509135e-13
Singapore,4.8712354170976405e-11
Thailand,7.108683137999219e-12
Philippines,7.569342095378183e-11
Philippines,5.355552712942403e-13
Philippines,1.0167449996334973e-11
Thailand,7.38028501621395e-14
Botswana,8.61816126361881e-14
Botswana,1.0050111003984785e-14
Algeria,3.4856083271302473e-12
Botswana,4.0004788130753605e-11
Botswana,7.90968816162208e-12
Algeria,2.9740693452496977e-10
Angola,1.1942452384985015e-14
Angola,1.0113867583900766e-14
Algeria,5.987971512539236e-12
Angola,6.4300742325563885e-12
Botswana,1.1098906743602673e-13
Algeria,1.1461205429354147e-14
Algeria,1.3876529744980128e-11
Angola,3.861292822057817e-12
Angola,1.694673476419828e-10
Angola,1.5594821039870687e-13
Djibouti,2.9345886285243376e-13
Sub-Saharan Africa (SSA),2.017032351981454e-12
Djibouti,5.279160039778013e-14
Vietnam,2.404722460556462e-09
Djibouti,1.3550961762624343e-14
Vietnam,6.456763274615314e-13
Vietnam,2.373853343851311e-08
Vietnam,1.0361596463694789e-14
Djibouti,1.1634807683101276e-14
Vietnam,1.75202390272707e-12
Vietnam,4.420848628745297e-09
Vietnam,6.284828293840566e-12
Vietnam,8.064900098745493e-14
Vietnam,1.2710219874455171e-14
Djibouti,2.9345886285243376e-13
Vietnam,4.420848628745297e-09
Djibouti,1.5390085603183862e-12
Djibouti,2.967133289965185e-12
Vietnam,1.865029752097668e-13
Djibouti,2.646604765953243e-13
Djibouti,1.272097399636871e-14
Djibouti,2.441292846879728e-10
Cameroon,7.130543579318966e-13
Cameroon,1.2421920301590758e-11
Cameroon,1.0071619247811863e-14
Chad,4.81943707508131e-12
Cameroon,7.264755020799932e-14
Cabo Verde,9.917681674135205e-14
Central African Republic,6.777769972976626e-13
Cabo Verde,1.7426411080323674e-10
Burundi,1.5210937295135607e-14
Burundi,1.4232312201003562e-13
Burundi,5.367640730049003e-12
Cabo Verde,1.2300411014392812e-14
Burundi,3.3340504870027425e-13
Botswana,1.7474295882152934e-14
Botswana,6.090251277528427e-14
Botswana,6.949715323797504e-12
Angola,1.0544443740312634e-09
Angola,1.2222478197340092e-12
Algeria,7.455112849417186e-11
Algeria,1.6327484002808792e-13
Algeria,3.2732512906129847e-13
Botswana,3.0211266634868034e-11
Angola,3.9958180150456114e-11
Botswana,2.995637474172803e-14
Angola,3.9958180150456114e-11
Algeria,6.814905108171424e-12
Algeria,2.227036540254347e-12
Botswana,2.9588238104080633e-12
Cameroon,2.1597464631382033e-12
Algeria,1.3876529744980128e-11
Burundi,5.367640730049003e-12
Angola,2.4902820816664753e-13
Botswana,8.891738443583587e-15
Angola,5.596560266540463e-14
Angola,3.3932849586540806e-12
Algeria,1.020066871077433e-14
Botswana,1.108723083981083e-13
Algeria,1.134102811697035e-13
"Congo, Republic of",1.0851293086543439e-14
"Congo, Republic of",9.094042680566389e-13
"Comoros, Union of the",1.1322554071826019e-14
Chad,1.0051263231332664e-14
"Congo, Republic of",3.4499987409440413e-12
Chad,3.206264633365116e-14
Chad,4.403428847811578e-13
Chad,1.0593582077158955e-12
"Congo, Republic of",2.4564937828414843e-12
"Comoros, Union of the",1.0040893185201751e-14
Central African Republic,1.0041661336767005e-14
"Comoros, Union of the",6.432923690787693e-14
"Congo, Republic of",1.8203187220905648e-12
"Comoros, Union of the",2.618513463211949e-13
Cameroon,9.867100045790657e-12
Cabo Verde,1.1672869593159552e-13
Central African Republic,9.302277047632938e-14
Central African Republic,2.166713597835046e-13
Cameroon,1.1393992167394528e-14
Central African Republic,5.7986385901479215e-11
Central African Republic,6.777769972976626e-13
Cabo Verde,3.89145467734325e-12
Cameroon,1.2421920301590758e-11
