ISO3,country,AI_INDEX,LEGAL_WGI_SCORE,PQC,RES_INDEX,AI_OBSERVED,LEGAL_OBSERVED,PQC_OBSERVED,RES_OBSERVED,AI_IMPUTED,LEGAL_IMPUTED,PQC_IMPUTED,RES_IMPUTED,CONFIDENCE_SCORE,CONFIDENCE_TIER,AI_NORM,LEGAL_NORM,PQC_NORM,RES_NORM,QSSI_SCORE,QSSI_RANK,QSSI_TIER,AI_INDEX_N,LEGAL_WGI_SCORE_N,PQC_N,RES_INDEX_N,CONFIDENCE_SCORE_N,AI_NORM_N,LEGAL_NORM_N,PQC_NORM_N,RES_NORM_N,QSSI_SCORE_N,QSSI_RANK_N,CAPABILITY_TRUE,RVI,RANK_FLIP_PROB,STABILITY_SCORE,UNCERTAINTY,SOVEREIGN_STATE_SCORE,REGIME_CLUSTER,REGIME_LABEL
KOR,Republic of Korea,0.9183507486626918,0.7523304073788578,0.615016992353441,0.5588750506231096,True,True,False,True,False,False,True,False,0.75,B,0.9183507486626918,0.7738389203692086,0.615016992353441,0.638122012947583,0.7435577599979053,23,Gold,0.918350747744341,0.7738389195513676,0.615016991738424,0.6381220121254761,0.49999999900000003,0.918350747744341,0.7738389195953697,0.615016991738424,0.6381220123094609,0.7948203007767796,0.11340206185508556,0.6635345185617335,0.4650521834399279,0.6108,0.6181562748104628,1.075852183439928,0.5573569023322996,0,FRAGILE / TRANSITIONAL SYSTEMS
HUN,Hungary,0.7380445172095522,0.555070976174037,0.9468988954970264,0.3087459909887522,True,True,True,True,False,False,False,False,1.0,A,0.7380445172095522,0.565362908255448,0.9468988954970264,0.3158751419283948,0.6501794461703106,38,Silver,0.7380445164715076,0.5653629076579374,0.9468988945501274,0.3158751415214458,0.9999999980000001,0.7380445164715076,0.565362907690085,0.9468988945501274,0.3158751416125196,0.6798531794520447,0.190721649483553,0.6366307043146233,0.3501935399897059,0.6034,0.6252464318214511,0.953593539989706,0.5527335385958253,2,FRAGILE / TRANSITIONAL SYSTEMS
JOR,Jordan,0.6523785054045246,0.5474503285051612,0.9468988954970264,0.3433287020041328,True,True,True,True,False,False,False,False,1.0,A,0.6523785054045246,0.5573089347342446,0.9468988954970264,0.3604288232653731,0.6340072682588062,43,Silver,0.652378504752146,0.557308934145246,0.9468988945501274,0.36042882280102456,0.9999999980000001,0.652378504752146,0.5573089341769356,0.9468988945501274,0.36042882290494427,0.6599420388046571,0.2164948453597088,0.6282242904360966,0.27336990128641825,0.6492,0.6271798324680217,0.9225699012864182,0.5492158091572434,2,FRAGILE / TRANSITIONAL SYSTEMS
AZE,Azerbaijan,0.5773847984929369,0.4373378402041625,0.7610450297366185,0.3885216544056938,True,True,True,True,False,False,False,False,1.0,A,0.5773847984929369,0.4409352216767454,0.7610450297366185,0.4186519162750817,0.5563267203861552,62,Silver,0.5773847979155521,0.44093522121073775,0.7610450289755734,0.4186519157357231,0.9999999980000001,0.5773847979155521,0.4409352212358102,0.7610450289755734,0.41865191585642975,0.5643019634405225,0.3144329896891009,0.5704335344500522,0.1604974475860705,0.5461,0.6424379368434691,0.7065974475860706,0.5272542224519315,2,STABLE MEDIUM SYSTEMS
CHN,China,0.8760530990345821,0.5099983935756449,0.6903143585386576,0.8089251899969584,True,True,True,True,False,False,False,False,1.0,A,0.8760530990345821,0.5177274050078283,0.6903143585386576,0.9602672092271544,0.7790068026533933,15,Gold,0.8760530981585289,0.5177274044606618,0.6903143578483433,0.9602672079900206,0.9999999980000001,0.8760530981585289,0.5177274044901009,0.6903143578483433,0.960267208266887,0.8384650638996582,0.07216494845323626,0.7272140134158462,0.7056666691996617,0.8102,0.5980814141478675,1.5158666691996618,0.5268263695667588,0,FRAGILE / TRANSITIONAL SYSTEMS
ISR,Israel,0.8330814494352046,0.7102983445158382,0.615016992353441,0.3721529253472198,True,True,False,True,False,False,True,False,0.75,B,0.8330814494352046,0.7294168271233924,0.615016992353441,0.3975637159301683,0.6489529773261422,39,Silver,0.8330814486021231,0.7294168263524994,0.615016991738424,0.3975637154179781,0.49999999900000003,0.8330814486021231,0.7294168263939755,0.615016991738424,0.39756371553260456,0.6783431544084476,0.19587628865878415,0.5931252187677621,0.2708322692119875,0.6121,0.629736496491669,0.8829322692119874,0.5070260271989621,2,STABLE MEDIUM SYSTEMS
KAZ,Kazakhstan,0.6431786189671082,0.477791166390182,0.7699660152931181,0.3253715210516041,True,True,True,True,False,False,False,False,1.0,A,0.6431786189671082,0.4836888079995291,0.7699660152931181,0.337294184760208,0.5665063973033697,57,Silver,0.6431786183239295,0.48368880748833676,0.769966014523152,0.3372941843256644,0.9999999980000001,0.6431786183239295,0.48368880751584026,0.769966014523152,0.3372941844229138,0.5768351534630882,0.28865979381294504,0.575795472247541,0.18625040164829626,0.6217,0.6348574171504008,0.8079504016482963,0.5035033350987209,2,STABLE MEDIUM SYSTEMS
GEO,Georgia,0.4260787474964091,0.5884643755050036,0.637213254035684,0.4096519846418876,True,True,True,True,False,False,False,False,1.0,A,0.4260787474964091,0.6006551256207797,0.637213254035684,0.4458745940885648,0.5187266114041409,73,Bronze,0.42607874707033033,0.6006551249859702,0.6372132533984707,0.44587459351413455,0.9999999980000001,0.42607874707033033,0.6006551250201245,0.6372132533984707,0.44587459364269016,0.5180088134149216,0.37113402061664363,0.5553442063756443,0.13263154388334106,0.586,0.641494885147638,0.718631543883341,0.5000213417564869,2,STABLE MEDIUM SYSTEMS
SRB,Serbia,0.733904250630777,0.4595242202315567,0.8141461342395921,0.3302184100881404,True,True,True,True,False,False,False,False,1.0,A,0.733904250630777,0.4643831653471746,0.8141461342395921,0.3435385404879441,0.6024690769405521,47,Silver,0.7339042498968728,0.46438316485638564,0.814146133425446,0.34353854004535567,0.9999999980000001,0.7339042498968728,0.4643831648827914,0.814146133425446,0.3435385401444055,0.6211123050150441,0.23711340206063344,0.5972881710590231,0.25309651529595045,0.6827,0.6263484627506839,0.9357965152959504,0.4971945657728967,0,STABLE MEDIUM SYSTEMS
MUS,Mauritius,0.5849327554430694,0.6498424329697279,0.5486406117247239,0.3852061364022879,True,True,True,True,False,False,False,False,1.0,A,0.5849327554430694,0.6655232668973741,0.5486406117247239,0.4143804601557201,0.5493397479825067,64,Bronze,0.5849327548581367,0.6655232661940078,0.5486406111760832,0.4143804596218645,0.9999999980000001,0.5849327548581367,0.6655232662318508,0.5486406111760832,0.41438045974133964,0.5556996223712042,0.3247422680395632,0.573399642933479,0.20685297201505873,0.6477,0.631629438959386,0.8545529720150588,0.4852459354696726,2,STABLE MEDIUM SYSTEMS
BGR,Bulgaria,0.6442237510695432,0.4970729169664213,0.8141461342395921,0.2941393556945477,True,True,True,True,False,False,False,False,1.0,A,0.6442237510695432,0.5040669589561376,0.8141461342395921,0.2970570864551262,0.57188132228577,56,Silver,0.6442237504253194,0.5040669584234084,0.814146133425446,0.2970570860724209,0.9999999980000001,0.6442237504253194,0.5040669584520706,0.814146133425446,0.2970570861580691,0.5834527462127697,0.2835051546377139,0.5805405232416349,0.2464279402103115,0.7013,0.6256075613438666,0.9477279402103116,0.467574063033717,0,STABLE MEDIUM SYSTEMS
SVK,Slovakia,0.5020638543017402,0.593893184063106,0.9380841121495328,0.3042331034359483,True,True,True,True,False,False,False,False,1.0,A,0.5020638543017402,0.6063926275075568,0.9380841121495328,0.31006108779458735,0.5839339817780634,51,Silver,0.5020638537996762,0.6063926268666835,0.9380841112114486,0.3100610873951287,0.9999999980000001,0.5020638537996762,0.6063926269011641,0.9380841112114486,0.31006108748452627,0.598291947193573,0.2577319587615581,0.5972024784204439,0.3028146793780034,0.7852,0.6174937221455561,1.0880146793780034,0.4508682140425085,0,STABLE MEDIUM SYSTEMS
CIV,Côte D'Ivoire,0.4542193619161699,0.4148371387851765,0.615016992353441,0.3531535453598511,True,True,False,True,False,False,True,False,0.75,B,0.4542193619161699,0.4171550836476442,0.615016992353441,0.37308638906065505,0.4667226706579038,92,Bronze,0.4542193614619505,0.4171550832067688,0.615016991738424,0.37308638857999954,0.49999999900000003,0.4542193614619505,0.41715508323048905,0.615016991738424,0.37308638868756866,0.4539817056201119,0.46907216494603576,0.4674554108792476,0.07735487650575405,0.3997,0.663073919599944,0.47705487650575407,0.44291480786399184,1,STABLE MEDIUM SYSTEMS
MNE,Montenegro,0.4093138007105392,0.5286793346803573,0.7875955819881053,0.3333746476230859,True,True,True,True,False,False,False,False,1.0,A,0.4093138007105392,0.5374705832186518,0.7875955819881053,0.3476047920115227,0.5140883503567991,77,Bronze,0.40931380030122533,0.5374705826506195,0.7875955812005097,0.34760479156369567,0.9999999980000001,0.40931380030122533,0.5374705826811812,0.7875955812005097,0.3476047916639179,0.5122981992615104,0.3917525773175683,0.5516382078310875,0.1874280418962326,0.7281,0.6276268272413867,0.9155280418962326,0.4326526226355033,0,STABLE MEDIUM SYSTEMS
DOM,Dominican Republic,0.49687845562053,0.4837470816098899,0.7787807986406118,0.2916710080424913,True,True,True,True,False,False,False,False,1.0,A,0.49687845562053,0.4899833889273383,0.7787807986406118,0.29387705887806065,0.5152246788512947,75,Bronze,0.49687845512365153,0.48998338840949346,0.778780797861831,0.2938770584994522,0.9999999980000001,0.49687845512365153,0.48998338843735484,0.778780797861831,0.29387705858418356,0.5136972437562807,0.381443298967106,0.5467436309658942,0.20282058656506044,0.6922,0.628946222844438,0.8950205865650604,0.43138609852255644,0,STABLE MEDIUM SYSTEMS
BEN,Benin,0.4745324592805576,0.4278812747746087,0.5841121495327103,0.4796786347655915,True,True,True,True,False,False,False,False,1.0,A,0.4745324592805576,0.4309409362983232,0.5841121495327103,0.5360914962082391,0.5085988364790692,78,Bronze,0.47453245880602507,0.43094093584287807,0.5841121489485981,0.5360914955175805,0.9999999980000001,0.47453245880602507,0.43094093586738225,0.5841121489485981,0.5360914956721476,0.5055395249813127,0.3969072164927995,0.5412546198075769,0.1937165203620512,0.6941,0.6294160536055347,0.8878165203620513,0.4251022047090867,0,STABLE MEDIUM SYSTEMS
ARG,Argentina,0.7006343917522271,0.4557897315810742,0.5751911639762107,0.3486768488372286,True,True,True,True,False,False,False,False,1.0,A,0.7006343917522271,0.46043632591657574,0.5751911639762107,0.3673189606417964,0.537905113863485,68,Bronze,0.7006343910515926,0.46043632542995805,0.5751911634010195,0.3673189601685712,0.9999999980000001,0.7006343910515926,0.4604363254561394,0.5751911634010195,0.3673189602744774,0.5416213325180301,0.34536082474048785,0.5540130759538989,0.21168696036167206,0.756,0.6243869787481245,0.967686960361672,0.420346252372239,0,STABLE MEDIUM SYSTEMS
TWN,Taiwan,0.7590376695795309,0.7989545033084358,0.615016992353441,0.3540554781011742,True,True,False,False,False,False,True,True,0.5,C,0.7590376695795309,0.8231141592180687,0.615016992353441,0.3742483692167633,0.6396504731100241,41,Silver,0.7590376688204932,0.8231141583481506,0.615016991738424,0.37424836873461076,0.0,0.7590376688204932,0.8231141583949545,0.615016991738424,0.3742483688425149,0.666889936985686,0.20618556700924648,0.5469008981302724,0.2916898734478491,0.6519,0.6258635578041731,0.9435898734478492,0.41669116892184555,0,STABLE MEDIUM SYSTEMS
THA,Thailand,0.7226189440159491,0.4707354303628075,0.5486406117247239,0.3676399120567997,True,True,True,True,False,False,False,False,1.0,A,0.7226189440159491,0.47623186816892055,0.5486406117247239,0.3917494998057731,0.5471295847211931,65,Bronze,0.7226189432933301,0.47623186766560915,0.5486406111760832,0.3917494993010735,0.9999999980000001,0.7226189432933301,0.47623186769268866,0.5486406111760832,0.3917494994140236,0.5529784754860713,0.32989690721479437,0.560123383973917,0.24977168258342844,0.7692,0.6213545672471228,1.0189716825834285,0.4142174889075001,0,STABLE MEDIUM SYSTEMS
VNM,Viet Nam,0.6580034498101853,0.4389350895634804,0.615016992353441,0.5087219436836803,True,True,False,True,False,False,True,False,0.75,B,0.6580034498101853,0.44262329395165784,0.615016992353441,0.5735086417273527,0.5830571022535855,52,Silver,0.6580034491521818,0.4426232934838661,0.615016991738424,0.5735086409884887,0.49999999900000003,0.6580034491521818,0.4426232935090345,0.615016991738424,0.573508641153844,0.5972123355520097,0.26288659793678926,0.5398548803095676,0.25135541178479737,0.67,0.6272567060710977,0.9213554117847974,0.4125927191098148,0,STABLE MEDIUM SYSTEMS
TZA,United Republic of Tanzania,0.4235684629791386,0.3969959946847765,0.5663763806287171,0.4301304345813827,True,True,True,True,False,False,False,False,1.0,A,0.4235684629791386,0.39829945504281306,0.5663763806287171,0.4722574399121251,0.46638888503751474,93,Bronze,0.42356846255557007,0.39829945462186545,0.5663763800623407,0.4722574393037053,0.9999999980000001,0.42356846255557007,0.39829945464451355,0.5663763800623407,0.47225743943986764,0.4535707496888818,0.4742268041212669,0.5135273659141748,0.14571126268666412,0.6458,0.6360331634101057,0.7915112626866642,0.41212981736362025,3,STABLE MEDIUM SYSTEMS
LIE,Liechtenstein,0.3973887009210851,0.883351736046467,0.615016992353441,0.8397659102225049,True,True,False,True,False,False,True,False,0.75,B,0.3973887009210851,0.9123103938781617,0.615016992353441,1.0,0.7054329371403181,30,Gold,0.39738870052369635,0.9123103929139755,0.615016991738424,0.9999999987116777,0.49999999900000003,0.39738870052369635,0.9123103929658513,0.615016991738424,0.9999999989999999,0.747881124481041,0.1494845360817037,0.6587998025162263,0.7568829406454858,0.8402,0.5950898921792467,1.5970829406454858,0.3974624843779514,0,FRAGILE / TRANSITIONAL SYSTEMS
AND,Andorra,0.4134003350806227,0.7753004172964071,0.615016992353441,0.4835957194033282,True,True,False,True,False,False,True,False,0.75,B,0.4134003350806227,0.7981150527527191,0.615016992353441,0.5411379640991478,0.5726818501878779,55,Silver,0.4134003346672223,0.7981150519092216,0.615016991738424,0.5411379634019877,0.49999999900000003,0.4134003346672223,0.798115051954604,0.615016991738424,0.5411379635580098,0.5844383539483664,0.27835051546248274,0.5543754138223604,0.3180775185430337,0.7705,0.6174632377307373,1.0885775185430338,0.3843056311052087,0,STABLE MEDIUM SYSTEMS
TUR,Türkiye,0.6721103858304366,0.3942686577959002,0.615016992353441,0.4224016387816302,True,True,False,True,False,False,True,False,0.75,B,0.6721103858304366,0.3954170361145475,0.615016992353441,0.46230025913969797,0.5500458358453253,63,Silver,0.6721103851583261,0.3954170356966462,0.615016991738424,0.4623002585441062,0.49999999900000003,0.6721103851583261,0.3954170357191304,0.615016991738424,0.46230025867739766,0.5565689557920288,0.31958762886433206,0.5150769023715583,0.22039201938095052,0.6848,0.6282885084758679,0.9051920193809505,0.37915621250506093,0,STABLE MEDIUM SYSTEMS
SLV,El Salvador,0.3990931516101961,0.3969775670809071,0.615016992353441,0.3408857799468186,True,True,False,True,False,False,True,False,0.75,B,0.3990931516101961,0.39827997960711886,0.615016992353441,0.3572815520516084,0.4424585775057449,99,Bronze,0.3990931512111029,0.39827997918619185,0.615016991738424,0.3572815515913146,0.49999999900000003,0.3990931512111029,0.39827997920883884,0.615016991738424,0.3572815516943268,0.4241078213431979,0.5051546391726539,0.4516914370086889,0.07801905568620875,0.5178,0.6517266260759953,0.5958190556862087,0.37899460310552635,3,STABLE MEDIUM SYSTEMS
QAT,Qatar,0.6568301168714523,0.6930377838391899,0.3893372982158029,0.4902462445082824,True,True,True,True,False,False,False,False,1.0,A,0.6568301168714523,0.7111747951214908,0.3893372982158029,0.5497059845796106,0.5740448147845872,54,Silver,0.6568301162146222,0.7111747943698772,0.38933729782646553,0.5497059838714121,0.9999999980000001,0.6568301162146222,0.711174794410316,0.38933729782646553,0.5497059840299046,0.5861164321843958,0.27319587628725156,0.5884916992032121,0.4731758867963662,0.8142,0.6075873986380913,1.2873758867963663,0.3781747839113833,0,STABLE MEDIUM SYSTEMS
BRN,Brunei Darussalam,0.4113295962878027,0.6961439584307305,0.615016992353441,0.4922194845494351,True,True,False,True,False,False,True,False,0.75,B,0.4113295962878027,0.7144575932509303,0.615016992353441,0.5522481539299482,0.5581066841073742,60,Silver,0.41132959587647305,0.7144575924958472,0.615016991738424,0.5522481532184745,0.49999999900000003,0.41132959587647305,0.7144575925364727,0.615016991738424,0.5522481533777,0.5664934498435523,0.3041237113386386,0.541520166094589,0.27614934084585435,0.7775,0.6193848497447163,1.0536493408458543,0.3748907172246467,0,STABLE MEDIUM SYSTEMS
ALB,Albania,0.4463222202606491,0.4876508458624123,0.955819881053526,0.2701885519067149,True,True,True,True,False,False,False,False,1.0,A,0.4463222202606491,0.49410912932224543,0.955819881053526,0.2662007293796787,0.5382236445509451,67,Bronze,0.44632221981432685,0.4941091288000402,0.955819880097706,0.26620072903672637,0.9999999980000001,0.44632221981432685,0.4941091288281363,0.955819880097706,0.266200729113478,0.5420135066180946,0.34020618556525667,0.5642839641623453,0.33499745863067126,0.8444,0.6127395296458721,1.1793974586306712,0.37253914065429117,0,STABLE MEDIUM SYSTEMS
LKA,Sri Lanka,0.5075972266814739,0.4224388172360691,0.615016992353441,0.3540554781011742,True,True,False,False,False,False,True,True,0.5,C,0.5075972266814739,0.4251890093217362,0.615016992353441,0.3742483692167633,0.4846333102613405,86,Bronze,0.5075972261738766,0.4251890088723701,0.615016991738424,0.37424836873461076,0.0,0.5075972261738766,0.42518900889654715,0.615016991738424,0.3742483688425149,0.47603323548703275,0.43814432989464874,0.43257097786839327,0.08683548353323452,0.4398,0.6581442378073786,0.5266354835332345,0.37220277896880916,3,STABLE MEDIUM SYSTEMS
MNG,Mongolia,0.427361966866255,0.433235355213235,0.4867247238742566,0.3697003596208008,True,True,True,True,False,False,False,False,1.0,A,0.427361966866255,0.43659946086956214,0.4867247238742566,0.39440402056145446,0.4358106683427167,103,Bronze,0.427361966438893,0.43659946040813674,0.4867247233875318,0.39440402005333497,0.9999999980000001,0.427361966438893,0.43659946043296266,0.4867247233875318,0.3944040201670504,0.41592293399651914,0.5257731958735785,0.4938069516894938,0.1368601838226747,0.6908,0.6334735743983118,0.8276601838226747,0.37023371664035887,3,STABLE MEDIUM SYSTEMS
PHL,Philippines,0.7182405901697629,0.438949807293756,0.5486406117247239,0.3266419423350331,True,True,True,True,False,False,False,False,1.0,A,0.7182405901697629,0.4426388485626414,0.5486406117247239,0.3389308969601404,0.5258928239346733,71,Bronze,0.7182405894515222,0.44263884809483317,0.5486406111760832,0.3389308965234882,0.9999999980000001,0.7182405894515222,0.44263884812000254,0.5486406111760832,0.33893089662120945,0.5268318344319608,0.36082474226618133,0.5440507695738986,0.2600897886032089,0.8238,0.6177176081109965,1.0838897886032088,0.36970802091536403,0,STABLE MEDIUM SYSTEMS
BTN,Bhutan,0.3877174839763055,0.6515967997708036,0.5044604927782498,0.4978538531478085,True,True,True,True,False,False,False,False,1.0,A,0.3877174839763055,0.6673773906380701,0.5044604927782498,0.5595070372186343,0.5157826058197267,74,Bronze,0.387717483588588,0.6673773899327442,0.5044604922737892,0.5595070364978089,0.9999999980000001,0.387717483588588,0.6673773899706926,0.5044604922737892,0.5595070366591272,0.5143841618943452,0.3762886597918748,0.557163420406486,0.3171817729909791,0.8397,0.6138754978489449,1.156881772990979,0.36819846838151205,0,STABLE MEDIUM SYSTEMS
PER,Peru,0.6705341359776238,0.4155681176337643,0.681393372982158,0.2685364944856179,True,True,True,True,False,False,False,False,1.0,A,0.6705341359776238,0.4179276274715938,0.681393372982158,0.26407234679402164,0.5211121962316507,72,Bronze,0.6705341353070896,0.41792762702990194,0.6813933723007646,0.26407234645381134,0.9999999980000001,0.6705341353070896,0.41792762705366615,0.6813933723007646,0.26407234652994926,0.5209459388464339,0.3659793814414125,0.5413436618700803,0.26173247300095553,0.8135,0.6181902296896729,1.0752324730009555,0.3681144810115749,0,STABLE MEDIUM SYSTEMS
UZB,Uzbekistan,0.6344231222816007,0.3713456332124479,0.5398258283772303,0.3784173048381773,True,True,True,True,False,False,False,False,1.0,A,0.6344231222816007,0.37119056074880563,0.5398258283772303,0.4056342563655291,0.5009300700199312,81,Bronze,0.6344231216471775,0.37119056035650844,0.5398258278374044,0.4056342558429414,0.9999999980000001,0.6344231216471775,0.37119056037761505,0.5398258278374044,0.4056342559598948,0.4960977609594587,0.41237113401849296,0.5282378567712795,0.22257916188527097,0.7869,0.6219048888259079,1.009479161885271,0.3676655376899049,0,STABLE MEDIUM SYSTEMS
ZMB,Zambia,0.4928847042832384,0.3785506754166776,0.615016992353441,0.4380475743788147,True,True,False,True,False,False,True,False,0.75,B,0.4928847042832384,0.37880529661555107,0.615016992353441,0.48245726847612097,0.4979950358154723,83,Bronze,0.49288470379035365,0.3788052962152061,0.615016991738424,0.48245726785456045,0.49999999900000003,0.49288470379035365,0.37880529623674575,0.615016991738424,0.4824572679936637,0.4924841549770324,0.42268041236895526,0.486681189609429,0.17086958337821057,0.6528,0.6337515207556278,0.8236695833782106,0.36043338996408475,3,STABLE MEDIUM SYSTEMS
BGD,Bangladesh,0.5512465092727128,0.2813061278746889,0.6637638062871708,0.4272125185465458,True,True,True,True,False,False,False,False,1.0,A,0.5512465092727128,0.27603122215160036,0.6637638062871708,0.46849822331611085,0.5036457046129543,79,Bronze,0.5512465087214662,0.27603122185987344,0.663763805623407,0.4684982227125341,0.9999999980000001,0.5512465087214662,0.2760312218755691,0.663763805623407,0.4684982228476126,0.49944124274802654,0.40206185566803065,0.5291438740364902,0.2614605179401579,0.7828,0.6199119329123535,1.0442605179401578,0.35853854839401267,0,STABLE MEDIUM SYSTEMS
IDN,Indonesia,0.6857033074986308,0.4672230367361789,0.4601741716227697,0.3733595901203665,True,True,True,True,False,False,False,False,1.0,A,0.6857033074986308,0.47251975254645884,0.4601741716227697,0.399118289189605,0.5150380579619747,76,Bronze,0.6857033068129275,0.47251975204707064,0.46017417116259546,0.399118288675412,0.9999999980000001,0.6857033068129275,0.47251975207393904,0.46017417116259546,0.39911828879048666,0.5134674766342934,0.38659793814233717,0.5395542227558713,0.28577392681123914,0.8131,0.6169082891753976,1.098873926811239,0.35823824868789034,0,STABLE MEDIUM SYSTEMS
BRA,Brazil,0.8309191386164575,0.4130226744470213,0.7168649107901445,0.2238163084764187,True,True,True,True,False,False,False,False,1.0,A,0.8309191386164575,0.41523744509910526,0.7168649107901445,0.20645832931869648,0.5631540406319685,59,Silver,0.8309191377855383,0.4152374446602566,0.7168649100732795,0.20645832905271158,0.9999999980000001,0.8309191377855383,0.4152374446838678,0.7168649100732795,0.20645832911223813,0.5727077412153542,0.2989690721634074,0.5646033140550428,0.4057737718756701,0.8469,0.6091919573095117,1.2526737718756702,0.35135135541835294,0,STABLE MEDIUM SYSTEMS
BWA,Botswana,0.3540654446025904,0.5953814693423877,0.477909940526763,0.3168220363280914,True,True,True,True,False,False,False,False,1.0,A,0.3540654446025904,0.6079655397785554,0.477909940526763,0.3262796920618959,0.4288601494836529,107,Bronze,0.3540654442485249,0.6079655391360197,0.477909940048853,0.32627969164154247,0.9999999980000001,0.3540654442485249,0.6079655391705898,0.477909940048853,0.32627969173561616,0.40736547443031623,0.5463917525745031,0.49874531411666756,0.1982740920153005,0.7267,0.6270279214620806,0.9249740920153005,0.3477494502577271,0,STABLE MEDIUM SYSTEMS
VUT,Vanuatu,0.2438007646197809,0.4440861468859525,0.615016992353441,0.3388281329013901,True,True,False,True,False,False,True,False,0.75,B,0.2438007646197809,0.448067251090738,0.615016992353441,0.3546306392667424,0.40516558750912773,119,Bronze,0.2438007643759801,0.4480672506171927,0.615016991738424,0.35463063880986384,0.49999999900000003,0.2438007643759801,0.44806725064267067,0.615016991738424,0.3546306389121117,0.3781927953616921,0.6082474226772772,0.437224682568147,0.07213813497288196,0.5552,0.6489667284986461,0.6273381349728819,0.34628408018031304,3,STABLE MEDIUM SYSTEMS
SMR,San Marino,0.3385482993830599,0.7315062845905829,0.615016992353441,0.5873551494671084,True,True,False,True,False,False,True,False,0.75,B,0.3385482993830599,0.7518306947135283,0.615016992353441,0.6748135623109869,0.5743882674237306,53,Silver,0.3385482990445116,0.751830693918947,0.615016991738424,0.6748135614416094,0.49999999900000003,0.3385482990445116,0.7518306939616975,0.615016991738424,0.6748135616361732,0.5865392901223384,0.26804123711202044,0.555909056250787,0.42179177417788755,0.8027,0.6105300696114392,1.2244917741778876,0.3461917425208967,0,STABLE MEDIUM SYSTEMS
UKR,Ukraine,0.7157303056524923,0.3602563960267648,0.8937977909940527,0.2106964565756289,True,True,True,True,False,False,False,False,1.0,A,0.7157303056524923,0.35947076650761484,0.8937977909940527,0.1895557301986863,0.5574516252954553,61,Silver,0.7157303049367619,0.3594707661277038,0.8937977901002548,0.18955572995447742,0.9999999980000001,0.7157303049367619,0.35947076614814405,0.8937977901002548,0.18955573000913056,0.5656869432488438,0.3092783505138697,0.5629158612796548,0.42600736381977916,0.8632,0.6075040023264231,1.2892073638197792,0.3379874635059184,0,STABLE MEDIUM SYSTEMS
MDA,Republic of Moldova,0.5928091606796755,0.4785201252258648,0.615016992353441,0.288893917030628,True,True,False,True,False,False,True,False,0.75,B,0.5928091606796755,0.4844592169484449,0.615016992353441,0.29029927031396235,0.5010636572604424,80,Bronze,0.5928091600868662,0.48445921643643836,0.615016991738424,0.2902992699399633,0.49999999900000003,0.5928091600868662,0.48445921646398565,0.615016991738424,0.29029927002366307,0.4962622331999368,0.4072164948432618,0.4880589094143481,0.17729738755674493,0.7277,0.6283010324693002,0.904997387556745,0.3373310158711676,0,STABLE MEDIUM SYSTEMS
MKD,North Macedonia,0.3794552652239404,0.4750930531211059,0.8496176720475787,0.2317360076956906,True,True,True,True,False,False,False,False,1.0,A,0.3794552652239404,0.48083727440677454,0.8496176720475787,0.21666145524318595,0.4765738162712282,89,Bronze,0.3794552648444851,0.4808372738985959,0.8496176711979609,0.21666145496405617,0.9999999980000001,0.3794552648444851,0.4808372739259372,0.8496176711979609,0.21666145502652448,0.4661104088113663,0.4536082474203422,0.5248056349210649,0.2882362705163065,0.8209,0.6163602691258999,1.1091362705163066,0.33229759298262335,0,STABLE MEDIUM SYSTEMS
MOZ,Mozambique,0.1701757940696429,0.2754857281360427,0.2743203058623619,0.262972025267563,True,True,True,True,False,False,False,False,1.0,A,0.1701757940696429,0.26987986239653244,0.2743203058623619,0.2569035164429141,0.23783466627651836,177,Emerging,0.17017579389946708,0.26987986211130666,0.27432030558804155,0.2569035161119395,0.9999999980000001,0.17017579389946708,0.26987986212665255,0.27432030558804155,0.25690351618601054,0.1721754286501067,0.9072164948406845,0.36563189790924705,0.029770351951116374,0.3152,0.6777630968530607,0.34497035195111636,0.3305747206287721,1,STABLE MEDIUM SYSTEMS
LSO,Lesotho,0.2730036145402973,0.3863100548279978,0.615016992353441,0.3581990186718076,True,True,False,True,False,False,True,False,0.75,B,0.2730036145402973,0.38700589045417977,0.615016992353441,0.3795865853591801,0.40795315688108047,117,Bronze,0.2730036142672937,0.3870058900451679,0.615016991738424,0.37958658487015023,0.49999999900000003,0.2730036142672937,0.38700589006717384,0.615016991738424,0.37958658497959347,0.3816248430508173,0.5979381443268148,0.435344468031923,0.08116579915659816,0.5899,0.6452948541820389,0.6710657991565981,0.32922475697901693,3,STABLE MEDIUM SYSTEMS
MAR,Morocco,0.4340845645761779,0.4499010939512184,0.796516567544605,0.2001909856827422,True,True,True,True,False,False,False,False,1.0,A,0.4340845645761779,0.45421284812209367,0.796516567544605,0.17602129669957728,0.46420240505831767,94,Bronze,0.4340845641420933,0.45421284764205333,0.7965165667480884,0.1760212964728051,0.9999999980000001,0.4340845641420933,0.4542128476678808,0.7965165667480884,0.17602129652355597,0.45087876159508766,0.47938144329649807,0.5138118866343859,0.2780081863895654,0.798,0.618147730183233,1.0760081863895654,0.32519941606764396,0,STABLE MEDIUM SYSTEMS
