country,year,oecd_ai,oxford_ai,AI_INDEX,AI_PCA,AI_BAYES,sigma,epsilon,FINAL_AI,RANK,HASH
Uganda,2026,0.3624826556444914,0.3346181176115932,0.3485503866280423,0.36002121862841857,0.37319674377605316,0.023217360763118457,0.027860832915742147,0.345335910860311,112,3d0aa2418902a00946ee801b4166a05a916d90fb8607677b9879d9b59cd05ac9
Bosnia and Herzegovina,2026,0.3489987411832479,0.3219784242372042,0.3354885827102261,0.3471804737635053,0.36677637134359653,0.019768711128874863,0.023722453354649835,0.3430539179889467,113,036eaa3b973b0044c0a3789fc238435ec38d0c8ce01e972383abc8dcd9f20840
San Marino,2026,0.3524265873537904,0.3246700114123296,0.3385482993830599,0.35019183731608056,0.36828205311988416,0.021524181269508235,0.02582901752340988,0.3424530355964743,114,defc656139f1919862f93365caafc9d5554acad60ff323fb05747641b8053142
Cameroon,2026,0.3575451981769602,0.3297732606963675,0.3436592294366638,0.3552142634686794,0.3707932661961836,0.025863729193827477,0.03103647503259297,0.3397567911635906,115,7b41bc1ff887befa7879536db1762eca7c9f44f4882930ebf97354bba36b472a
Cambodia,2026,0.3394116809209916,0.3105014965224694,0.3249565887217305,0.3368430964537013,0.3616076826886946,0.020210355374192343,0.02425242644903081,0.3373552562396638,116,1aada2e64b0e902e5e01542a9cfef85bf03fd7b33ce4fe6fc03a7958344f2314
State of Palestine,2026,0.3331004771732007,0.3036971641437523,0.3183988206584764,0.330402152931443,0.3583872109275654,0.019850345989417675,0.02382041518730121,0.3345667957402642,117,a7bc602f989c2a84bc992132999425fde457f285352e95e3925b8069e6f65553
Cabo Verde,2026,0.3269995904806101,0.2993906246635517,0.3131951075720809,0.32527722162987444,0.3558247452767811,0.01812135225238669,0.02174562270286403,0.3340791225739171,118,d14bd8fb23817cbd17188dbf93c061eb3b8f3580b6f2748743708a153a650774
Togo,2026,0.3070535111418769,0.2797312719364355,0.2933923915391562,0.30581597408198635,0.3460941215028371,0.010317922016302375,0.012381506419562848,0.3337126150832742,119,5a9023ca850b7caff366da056e7657a36eb42485d24a14639b150d2af8380a39
Lebanon,2026,0.328766864224465,0.2997136151245667,0.3142402396745158,0.32631343441456934,0.3563428516691286,0.01901802666672396,0.022821632000068752,0.33352121966905984,120,48e9b3a4b8680eead2ed3a6109be7d1fd9e966358a6ac9ec36608214d2a35994
Trinidad and Tobago,2026,0.3206883867328192,0.2925862922848345,0.3066373395088269,0.318836278107616,0.35260427351565193,0.01814397056426227,0.021772764677114725,0.3308315088385372,121,b1f1ba7f30e0f7bad3b5a92ad28ff9956a0d5535c06305bcfd9cb3162cef2c55
Burkina Faso,2026,0.3011348063313031,0.2734867896901445,0.2873107980107238,0.29984188437759063,0.3431070766506392,0.012329203080825794,0.014795043696990952,0.32831203295364825,122,eb0c41143399aadfad8cab8a0cfff8936ac473bcaa8cd6bdd36505dea21f3f61
Tajikistan,2026,0.3179096734199819,0.2908206110979522,0.304365142258967,0.31659701894612124,0.35148464393490453,0.02087645564402679,0.025051746772832145,0.32643289716207236,123,6e56fc572e00590633ec639f9b4d1437735c123031487814c83e94a733889829
Kyrgyzstan,2026,0.3134100032285773,0.2866002024073555,0.3000051028179664,0.31231078535245954,0.34934152713807365,0.020889513463370358,0.02506741615604443,0.32427411098202924,124,732f7fee1daa5a992c35e3f2f157543bfaac98a2dbbce0260e0151435d4175ec
Belarus,2026,0.2958350421524946,0.2681251480372946,0.2819800950948946,0.2946039872321321,0.34048812807790996,0.017071385388613407,0.020485662466336086,0.32000246561157386,125,6d506418b80986f7ef8a184a231fea5800c823129dcfe20e655555324299dc66
Guatemala,2026,0.2747104374757321,0.2489825800478026,0.2618465087617673,0.274806807626343,0.3305895382750154,0.012692361852480008,0.015230834222976008,0.3153587040520394,126,92fde8fe34607fdbc7877b792d12c2abdeab7aa2161a70c48626d72fa88de818
Cuba,2026,0.291637294220488,0.2643353932947181,0.277986343757603,0.2906768719599033,0.33852457044179557,0.020007984831338175,0.02400958179760581,0.31451498864418975,127,842454891533b87dc257e73025cf3710b31d3c27823ef8a039d60d77bb062699
Lesotho,2026,0.2866243561881074,0.2593828728924873,0.2730036145402973,0.28578013721980594,0.3360762030717469,0.017993022852406365,0.021591627422887637,0.3144845756488593,128,c02f962dcb125cf21aec16836847d300f3b19f6d0360ad2075001440e6339de0
Zimbabwe,2026,0.271886435823985,0.2471523007687172,0.2595193682963511,0.27251368071663323,0.3294429748201605,0.012792641097353244,0.015351169316823891,0.3140918055033366,129,ad7cc0a858cc1cd2f4415188076746f95332646f59d0959eaaa10901dccd4ff4
Libya,2026,0.2700587776282506,0.2467431795180982,0.2584009785731744,0.27140564426765174,0.32888895659566975,0.013130504112857249,0.015756604935428697,0.31313235166024106,130,fa1535531568fdc3513e7c65b703b7abfd1973e68a246fec764fe1d5d8283a30
"Lao People's Democratic
Republic",2026,0.2785005903575518,0.2521909519605521,0.2653457711590519,0.27824911316463763,0.3323106910441627,0.016851696999390885,0.02022203639926906,0.31208865464489366,131,fa07df7941c1d87778a4529a6029b71cf781db37743de8aa147204244d35e5f1
Iraq,2026,0.2683367922233053,0.2464847871492862,0.2574107896862957,0.2704232992311717,0.32839778407742976,0.013776593557208543,0.01653191226865025,0.3118658718087795,132,89da6bb6abeed515fd6f8793c3747505a0fadee993b74f9548ff783a822a651e
Bahamas,2026,0.2845249679589149,0.2585861630886502,0.2715555655237825,0.28434889428153487,0.33536058160261134,0.022005912799368057,0.026407095359241666,0.30895348624336966,133,5dca6c7d10a0f8d67019695312b260382e9d856179256a443e45d92a91226b49
Vanuatu,2026,0.2553067896775368,0.232294739562025,0.2438007646197809,0.2570566024527209,0.32171443568820435,0.012285695163888444,0.014742834196666131,0.30697160149153824,134,b23517eab0456971a645e9b4672e36e6c05cde5a71cd5794a7533b80ad778112
Papua New Guinea,2026,0.2507608026208443,0.2302060679141275,0.2404834352674859,0.25378113050653095,0.3200766997151094,0.011675694112030609,0.01401083293443673,0.30606586678067266,135,d455f78b2d4aa8d9f92c39973ef2bb59d9612755af3448ce7c9b541065fd75be
Mauritania,2026,0.2629011630277679,0.2409293512198273,0.2519152571237976,0.26502379884106847,0.32569803388237817,0.016952469872011502,0.020342963846413802,0.30535507003596435,136,c5337d195772039de1a5cd03b76ff285750dd66d4e9578625559f1da27fb9a62
Eswatini,2026,0.2529205753019165,0.2310889085075688,0.2420047419047426,0.2552841971090887,0.32082823301638824,0.013443731347567552,0.016132477617081063,0.30469575539930716,137,3a23fc046fba883b446e5cad22fab05721d5d8cb9316833c04561ae313df1c89
Gabon,2026,0.2466385352536871,0.226523976658556,0.2365812559561215,0.2499437948146603,0.3181580318691741,0.016085060581570318,0.019302072697884382,0.2988559591712897,138,57679ada94db15789bcba9c5c37e428c2de755b431e5a8cb1d4cc54179c2d7be
Bolivia (Plurinational State of),2026,0.2353898740383651,0.2148747873646131,0.225132330701489,0.23869589613266282,0.3125340825281753,0.013098217942449066,0.01571786153093888,0.2968162209972364,139,56f9919bf3584eecd6aae1650b1d8b01dd5c0c0fa2841daae9b8b79a00102469
Angola,2026,0.2381987795771422,0.2166835339462974,0.2274411567617198,0.24097106712630087,0.31367166802499435,0.014207442016751462,0.017048930420101752,0.2966227376048926,140,fb1f72330b71d23483896b52df81b97ff6513fe32fa5e6d1771c5d7acdf5dbec
"Democratic Republic of the
Congo",2026,0.229908956503918,0.2092547533429513,0.2195818549234346,0.23324252799434464,0.3098073984590162,0.013666048077076642,0.01639925769249197,0.2934081407665243,141,4d5e6d27d7ace1af4960ebfea78d146972f1847eb757f03abc31a31993374924
Seychelles,2026,0.2238090983377055,0.2027518787278482,0.2132804885327768,0.2270529672970892,0.3067126181103885,0.012363580362134738,0.014836296434561684,0.29187632167582683,142,bd80a9cc956fee63231a37ee497e7049a559cd7149ba6e7c59cee98724610dd2
Guyana,2026,0.2185848147237465,0.1974979005620034,0.2080413576428749,0.22190484973198896,0.3041385593278384,0.015113726788584966,0.018136472146301957,0.2860020871815364,143,086d887dceac218549e90c2820dd1fec1b4234e08873f3447f23c15f47cd592e
Maldives,2026,0.2080738059911926,0.1912964837105144,0.1996851448508534,0.21366604972887526,0.30001915932628154,0.011729056605458001,0.0140748679265496,0.28594429139973193,144,b9c92404c9990bdc72b2472e89090845ba6b905ff5a8d6195264e95ed439f3b5
Saint Lucia,2026,0.2106562698354214,0.1927822398311836,0.2017192548333025,0.21567188198143875,0.30102207545256326,0.012572535386484385,0.015087042463781262,0.285935032988782,145,ebfd90c70aa32f375f9296b6032643cdc09ba2260a5ff7bb927c402e8024ce68
Antigua and Barbuda,2026,0.2141445004578435,0.1955599577959131,0.2048522291268782,0.21875506919830068,0.30256366906099424,0.014044274637068033,0.01685312956448164,0.2857105394965126,146,fa608427b8b1b17b24ca4f75d870a08b2faeaa5816fbefa7effbd20b3007b21c
Malawi,2026,0.2050535548708371,0.1891862793652161,0.1971199171180266,0.21113949591023431,0.29875588241696105,0.011778711653464252,0.014134453984157101,0.28462142843280397,147,764bc536bee0b0d649547319ac6e7fd995a9ed4d6d1ca8f3db8c5fce696ed87e
"Venezuela, Bolivarian
Republic of",2026,0.2168779254317711,0.1972610408905923,0.2070694831611816,0.22094046061158043,0.30365636476763413,0.016407301969521462,0.019688762363425753,0.2839676024042084,148,a321c96aabb45e3abf85151710c612f043d8ee6cb5139455834e5f7c8dc0c757
Gambia (Republic of The),2026,0.1965534147424126,0.1792597058633535,0.187906560302883,0.20209494455758828,0.29423360674063803,0.012376633020170717,0.01485195962420486,0.27938164711643315,149,19e5c9af0ae8b7a12bafa1cebe022e53b3938530b2768b59b7bd5247ea043100
Djibouti,2026,0.1753090696882692,0.1577485411597511,0.1665288054240101,0.18108948822753937,0.2837308785756136,0.009329828196841342,0.01119579383620961,0.27253508473940397,150,49f2bfd2d5f3d0cdf87270b75cb47c07654af0bfc6809dff2aed97b9d44db3c9
Barbados,2026,0.1823167516854311,0.1611507073491096,0.1717337295172703,0.18622714509771945,0.2862997070107036,0.013651706212905049,0.01638204745548606,0.26991765955521757,151,28c66df8a7f81a3adc0ca4f4caa9d9e51c85014db45f2a26de77aca4aaf9ea65
Mozambique,2026,0.1801267867784194,0.1602248013608664,0.1701757940696429,0.18468816666301857,0.2855302177933532,0.013556817835728614,0.016268181402874334,0.26926203639047885,152,4186e18a6a830cbd8e998b57738d38d397a576a3e93039078a8eb7671bc4c732
Nicaragua,2026,0.1606908897015279,0.1478865657500916,0.1542887277258097,0.1690313084486267,0.27770178868615725,0.00764388066038658,0.009172656792463896,0.2685291318936934,153,359f64b6069112bf0c5a80400b752da44ed285bf44a891a40cfac797e9ffe589
Kiribati,2026,0.1686647229287626,0.1526668245731142,0.1606657737509384,0.17531814394739167,0.28084520643553973,0.010837961820876157,0.013005554185051388,0.26783965225048834,154,a0a3b866946ce84ffbeb429fb1936b830a31d7d60f164c8eca81dd683045875b
Belize,2026,0.1660973551975037,0.151202601149846,0.1586499781736748,0.17333026761089984,0.27985126826729384,0.010468838232279338,0.012562605878735205,0.26728866238855864,155,6dfe17c5906bb5db9d46bf3d34593f2831c15e9451ac927724f5c63492eb7415
Palau,2026,0.1644810425833476,0.151094937662841,0.1577879901230943,0.1724736139869212,0.2794229414553045,0.010952430122018098,0.013142916146421718,0.2662800253088828,156,7cfb25b38dd114c5fa7f2153f52845418445d3b34b0ff0707e4cee3fee2e684b
Mali,2026,0.1723190107938534,0.1556814022092547,0.164000206501554,0.17859884624104153,0.28248555758236465,0.013854086159798225,0.01662490339175787,0.2658606541906068,157,59a75d29426a7d64308991537675dc6d827bb6a00f652bcf58758bb5e4bf6edc
Samoa,2026,0.1769857667543048,0.1579423354363601,0.1674640510953324,0.1820179655158045,0.28419511721974616,0.015472094072109827,0.018566512886531793,0.2656286043332144,158,e166c7193b3cf266068feb0d2cfe18e2d52e5a7e9b7dbba2ddb962787ab1f947
Honduras,2026,0.158787750940944,0.1473697810124674,0.1530787659767057,0.1678334924192869,0.27710288067148736,0.009583624573272977,0.011500349487927572,0.2656025311835598,159,63d4784a432da5017e4eda3e1ffd941b95fcc6b602307351f3255d33f6f06cc0
Tonga,2026,0.1533661893319983,0.1440322129153119,0.1486992011236551,0.1635165773409421,0.27494442313231493,0.010169502183403322,0.012203402620083986,0.2627410205122309,160,149b07f5385a674451e1e49775ef8dfd03b1ad1e6b51cb9b841bf19470a74554
Somalia,2026,0.1552391358666424,0.144505932258134,0.1498725340623882,0.16467848153813855,0.2755253752309132,0.011732771347146696,0.014079325616576035,0.26144604961433715,161,98c8dfa76e0515a1d9aba6d637e9e62d0a5b98fd4c1213ef8d90bc12705e4ed3
Comoros,2026,0.1335690140702076,0.1289808574320105,0.131274935751109,0.146364147745144,0.2663682083344159,0.007487966231754517,0.00898555947810542,0.25738264885631046,162,e859be9266c99c7be4c4d7614c02fbb2122d3b7808c3edc3250bade7aea4a1bc
Sierra Leone,2026,0.1485796929941659,0.1394026829740961,0.143991187984131,0.15888918134191923,0.2726307251328035,0.013328774790814804,0.015994529748977766,0.25663619538382576,163,166be281f3a96a53d5b53e1d64ff21eee096da88843713032bb43233246c8af0
Turkmenistan,2026,0.1469784764929798,0.1393165521844921,0.1431475143387359,0.1580504836340123,0.27221137627885006,0.014043686075487213,0.016852423290584655,0.2553589529882654,164,639f8da9270afa2b2e988129a0900596467281b78bea5194206551e1e7b02933
Saint Kitts and Nevis,2026,0.1297778326620097,0.1279688206541633,0.1288733266580864,0.14398647160253616,0.265179370263112,0.009535146992202264,0.011442176390642716,0.2537371938724693,165,f491f0b25437d99390b0f0c05434f457c43fa33e33e6f335202aabd6a371d957
Solomon Islands,2026,0.1415418187710642,0.1359574513899356,0.1387496350804999,0.15371561263959585,0.27004394078164184,0.01445618808161115,0.01734742569793338,0.25269651508370844,166,aa4fbd97dd92ad44f133e34867e9e35c53f97ab8e6e346344f14bbd3271171a9
Syrian Arab Republic,2026,0.1382800298431905,0.1335027238862212,0.1358913768647058,0.1509017641638086,0.2686370165437482,0.01510294426421028,0.018123533117052337,0.2505134834266959,167,d8460f415cd72a9027aa2cec84c518c1e66a41b0395f60d75a3694506a144ee6
"Micronesia (Federated States
of)",2026,0.1319979897949612,0.1289377920372085,0.1304678909160848,0.14556136186938035,0.2659668153965341,0.013828316314217092,0.01659397957706051,0.2493728358194736,168,bd1efd2eef51323fbb39f678592d8e9a5de08487b5e91964e8985bd57b5bb94f
"Saint Vincent and the
Grenadines",2026,0.1441544748412327,0.1374862729054068,0.1408203738733197,0.15575735672430255,0.2710648128239952,0.01865103026196885,0.022381236314362618,0.24868357650963258,169,44e2290a98e3747deda58eba5031bc25e16e76cdc29050903302141d02fcbf0d
Myanmar,2026,0.115524016439302,0.1142309597123231,0.1148774880758125,0.13022997501796926,0.25830112197082855,0.009222603839043069,0.011067124606851683,0.24723399736397686,170,d04a62236c1a9a445e82f9ee08296733fdddb97384b58366733100f1fe0a0f50
Madagascar,2026,0.126380178717407,0.1253202988738399,0.1258502387956234,0.14101101988210415,0.263691644402896,0.014702492395120666,0.0176429908741448,0.2460486535287512,171,f99ad01cc76dc5cd3fd5c6bbd7c78453f84a2d7474c77dd93ca2886822e4e669
Nauru,2026,0.1218050279611531,0.1209922266962382,0.1213986273286956,0.1366350067080843,0.26150363781588604,0.014142435901147036,0.016970923081376443,0.2445327147345096,172,4caba0f16daced5d409087230ad8f98a3f325707459be55e636c308205ac1830
Chad,2026,0.1077182975074923,0.1052948902909067,0.1065065938991995,0.12201139580461864,0.2541918323641532,0.010657542474494977,0.012789050969393973,0.24140278139475924,173,71cd876ff71e1926abab80e0c9dcc0c4c20076e82ccd6d944f011df4b06694ee
Congo,2026,0.1007267401496784,0.0997179216640468,0.1002223309068626,0.11582706545482338,0.2510996671892556,0.009555210991199905,0.011466253189439885,0.2396334139998157,174,8c3abbc7353355b58d6977cdcadd9a46822740586a28f95394f595291eb97942
"Democratic People's Republic
of Korea",2026,0.0924811768889857,0.094550074287806,0.0935156255883958,0.10921702346676883,0.2477946461952283,0.0070890685893273304,0.008506882307192796,0.23928776388803552,175,95e50c4c5502bc74003a6bb1878369268befdaff6fb1dc2b632684c8810c079f
Dominica,2026,0.1041394902072509,0.1023879761417712,0.103263733174511,0.11882047309132694,0.25259637100750737,0.011822130134268959,0.01418655616112275,0.23840981484638463,176,079bf99a3779cb1f1b5299ad40aec60dfbf936f31754bcd2a1bf71829d51b18e
Guinea,2026,0.085428206552914,0.0910833100062444,0.0882557582795792,0.1040254988483737,0.24519888388603076,0.007065693912770795,0.008478832695324954,0.2367200511907058,177,333a5029d8d735478da63fc69d2b3f3eb998ee1c2d2b45a7be3d867b2ccc848e
Tuvalu,2026,0.0948824873775758,0.0957774380396632,0.0953299627086195,0.11100738472647259,0.2486898268250802,0.010117936923043473,0.012141524307652167,0.23654830251742803,178,963eea89e2f2edb6f671d949b48f9ba81ddc01976e7ad96a67fa4ab10dddc840
Burundi,2026,0.088523938238119,0.0933011778385478,0.0909125580383334,0.10664183224737295,0.24650705058553038,0.010408537922944478,0.012490245507533373,0.234016805077997,179,efbf321b74a5670e3c8c3e28b6fcbeb9b00ad2172a4f0f84dfc2906e2a1fa643
Timor-Leste,2026,0.0771383834796898,0.0836545294028983,0.080396456441294,0.09629695971641751,0.24133461432005265,0.007156241488654717,0.00858748978638566,0.232747124533667,180,afab5f88912e45c8e40852a74bae6a3570ecef2a2c95bbb3a3d43223d9f51e0e
Grenada,2026,0.0976310084644734,0.0975000538317435,0.0975655311481084,0.11321073205582417,0.24979150048975599,0.014994400039207385,0.01799328004704886,0.23179822044270712,181,2f5afd17898f210bf8f5d9c4569b485d09d89ebabc540a104a732f7dc8646d0f
Marshall Islands,2026,0.0683805809043991,0.075558235180121,0.07196940804226,0.08801178718624042,0.23719202805496412,0.007496898805878644,0.008996278567054372,0.22819574948790974,182,3a636d897d2dca6fe787911d41f0f8013a2502f792bc418727994a358c067990
Niger,2026,0.0905931342413716,0.0940548222475829,0.0923239782444772,0.10803716335350068,0.24720471613859424,0.015963779383837202,0.01915653526060464,0.2280481808779896,183,d9a4c343e5b2d1ef5b896c518ca5b4fc892adbf9076f718f0b8b941d00c72f01
Sao Tome and Principe,2026,0.0818493992526727,0.088176395857109,0.0850128975548908,0.10083457613508207,0.24360342252938494,0.014385368349812768,0.01726244201977532,0.22634098050960963,184,b953f87c175c7a5a897ea9d169f92375158e4f4d1d5f2c11a8421725829ab542
Suriname,2026,0.0707516991670495,0.0767425335371762,0.0737471163521128,0.08976623661380094,0.23806925276874438,0.009776123730839317,0.011731348477007181,0.2263379042917372,185,e68da3311bb3087b55a12a70805d78c0bc4d5057af708e959688f85265299127
Equatorial Guinea,2026,0.0516499736282518,0.0604853469994186,0.0560676603138352,0.07237514976161148,0.22937370934264964,0.008229627326613526,0.009875552791936231,0.21949815655071342,186,cd210c01b3f358cdff36930b88ce365cd48c550c42a3e3b408e303893ab83629
Sudan,2026,0.0556665682046198,0.0640167093731831,0.0598416387889014,0.07608679404098063,0.23122953148233422,0.010100959242002392,0.01212115109040287,0.21910838039193134,187,bede7660425ff60c210bc9db093a1809efcb97f45fe5af225d8aa366ccf57ea5
Afghanistan,2026,0.0575697069652038,0.0645334941108072,0.0610516005380055,0.07728461007032042,0.2318284394970041,0.011647299863843831,0.013976759836612597,0.2178516796603915,188,fdf3ffac9cc50ad22b084d2322278d1ffee68fdeeedef7764fc199de4ec1b1c8
Liberia,2026,0.0460784794159853,0.0547361167933506,0.0504072981046679,0.06681404612686341,0.22659315752527562,0.007291966292501923,0.008750359551002307,0.2178427979742733,189,6fc5a84e4e91724005faa8ef9f6f7ac8d5a59ee40dacb857017aa8de5c7a0f53
Haiti,2026,0.0595030379517275,0.0650933442432333,0.0622981910974804,0.07851833793180346,0.23244530342774564,0.01284034483525845,0.015408413802310138,0.2170368896254355,190,e9571da49e7c2fd900aba6f6bc9db9bddc6d643e94224ee491a0be5f6c81ed0c
Yemen,2026,0.0271469252253691,0.0299304493873947,0.0285386873063819,0.04536195676871491,0.21586711284620136,0.007081850010467616,0.008498220012561139,0.2073688928336402,191,9b0987236ba82e68653b05cb42ffa71f4880293e0a248cde1f58a5fc1617c186
Central African Republic,2026,0.019658224665927,0.0214465666113993,0.0205523956386631,0.037520451792868656,0.21194636035827824,0.010393749425308173,0.012472499310369808,0.19947386104790843,192,3fce87378e1667089d0b10552d9c2c014be7a4d14ebc8e1944c14184745a0fc7
South Sudan,2026,0.0081992463954048,0.0072995844189401,0.0077494154071724,0.024956540890181508,0.20566440490693466,0.006422692717679651,0.007707231261215581,0.19795717364571908,193,98e2b12300c769b78a004ae35dc45ac99dad258b069afce8f7efc30ffc9ce418
Guinea Bissau,2026,0.0058583203586942,0.0061583514566869,0.0060083359076905,0.02323800329476429,0.20480513610922604,0.0077241075838752294,0.009268929100650275,0.19553620700857577,194,641c5adf46df57bd325a4fbba06fb25c06d5f6cba1ce01f9a33ed31f865286b1
Eritrea,2026,0.0,0.0,0.0,0.017335737254655172,0.20185400308917148,0.006924227515169649,0.008309073018203578,0.1935449300709679,195,7a91459bc7336302e0c1e26e892739e6deddf20a284233e3c174ffd69747f9cf
